Product Description,Product URL,Strike Price ($)
Telescope for Adults & Beginner Astronomers,https://www.amazon.com/Telescope-Adults-Beginner-Astronomers-Multi-Coated/dp/B09Y58QTJ2/ref=sr_1_6?keywords=telescope&sr=8-6&th=1,999.99
